unique_id	wt_id	SNP	rna_1_wt_med	rna_2_wt_med	rna_3_wt_med	rna_4_wt_med	combined_wt_med	rna_1_snp_med	rna_2_snp_med	rna_3_snp_med	rna_4_snp_med	combined_snp_med	rna_1_l2fc	rna_2_l2fc	rna_3_l2fc	rna_4_l2fc	combined_l2fc	rna_1_pval	rna_2_pval	rna_3_pval	rna_4_pval	combined_pval	rna_1_padj	rna_2_padj	rna_3_padj	rna_4_padj	combined_padj	rna_1_sig	rna_2_sig	rna_3_sig	rna_4_sig	combined_sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:2609217..2609331,+__1292.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chrX:2609217..2609331,+__1292.1.0.0	.	0.5861650262683008	0.7402127252340058	1.9262724281987829	1.2929756240843298	1.136406450946355	-1.3202053387142076		0.7534611841225957	-0.08817393362628635	-0.2183060294059661	-1.9063703649825086		-1.172811244076187	-1.381149557710616	-1.4867770555897704	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:2609217..2609331,+__1292.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chrX:2609217..2609331,+__1292.1.0.0	.	0.5861650262683008	0.7402127252340058	1.9262724281987829	1.2929756240843298	1.136406450946355	1.7053252423504182	1.8555502696791808	0.7056563108625579		1.4221772742973855	1.1191602160821175	1.115337544445175	-1.2206161173362249		0.33796054773035583	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr15:66790065..66790179,-__1296.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr15:66790065..66790179,-__1296.1.0.0	rs73471762	1.8229645148756108	3.34180912586932	3.5631431294213183	2.7728631406790383	2.875194977711322	2.0110311274687875	3.3583318102134916	3.711205648946805	2.820968798605245	2.9753843463085823	0.1880666125931767	0.0165226843441717	0.14806251952548655	0.04810565792620691	0.10018936859726046	0.493479697885	0.727009731456	0.452098798395	0.829896383209	0.761278880938	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:62104849..62104963,+__1297.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:62104849..62104963,+__1297.1.0.0	rs2246920	0.98606602074642	2.3783102250365875	3.031375296972018	2.296321172220769	2.1730181787439484	0.20667569793176616	2.109750822962968	2.9220597916241524	1.800375190826654	1.7597153758363853	-0.7793903228146539	-0.2685594020736195	-0.10931550534786538	-0.49594598139411494	-0.41330280290756344	0.460214637573	0.840380101088	0.682148641351	0.436112310787	0.727246112839	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:121302190..121302304,-__1298.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:121302190..121302304,-__1298.1.0.0	rs77190301	1.123428465136053	2.5831879419949906	3.0260867502013524	2.1767907588009727	2.2273734790333424	0.9747554608221535	2.6403079213781693	3.070324430320044	1.8710093982913314	2.1390993027029244	-0.14867300431389963	0.0571199793831787	0.04423768011869145	-0.30578136050964133	-0.0882741763304177	0.501992688725	0.946473618223	0.957167318493	0.137883884654	0.869219845542	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr13:115047023..115047137,+__1306.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:115047023..115047137,+__1306.1.0.0	rs143755276	0.2578502280206879		1.865779222760211	-0.020501403529211454	0.7010426824172292	-1.8571655833718828	1.5795185679929828	1.908844291979722	-1.7540683222124855	-0.030717761402915877	-2.1150158113925706		0.04306506921951092	-1.733566918683274	-1.2685058869521113	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr3:9291316..9291430,-__1307.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:9291316..9291430,-__1307.1.0.0	rs66596003	0.04123648851640119	1.1729164826400151	2.620997527852602	1.5842092745105725	1.3548399433798979	-0.06506974809496921	1.3474495853977921	2.420866498459473	1.4177635795085703	1.2802524788177165	-0.1063062366113704	0.174533102757777	-0.2001310293931291	-0.16644569500200213	-0.07458746456218115	0.563691144959	0.989287003123	0.113101776132	0.30750859871	0.645724508301	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.flip.sense__chr3:45017656..45017770,+__1308.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:45017656..45017770,+__1308.1.0.0	rs13085466	1.2846459635083765	2.028814874059547	3.2024354804482855	1.4193451597188118	1.9838103694337552	1.953372364727848	2.479777155092647	3.365220892527705	3.274192548813709	2.768140740290477	0.6687264012194716	0.4509622810331	0.16278541207941943	1.854847389094897	0.784330370856722	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:25291462..25291576,-__1311.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:25291462..25291576,-__1311.1.0.0	rs80256975	-3.429943349972123	-1.9641552483912283	-2.262269467108909	-2.3516905741473977	-2.5020146599049147	-2.6007277433064844	-2.334528073420697	-1.8591513917615219	-1.1348393874949427	-1.9823116489959114	0.8292156066656386	-0.37037282502946844	0.4031180753473873	1.216851186652455	0.5197030109090031	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:33744186..33744300,-__1318.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:33744186..33744300,-__1318.1.0.0	rs73482997	-0.8050317051874979	-1.2265066912295506	-1.1620589725891395	-1.6025100107655277	-1.1990268449429289	-1.2994086007394126	-2.259363679237957	-2.4470583382783127	-2.850963223092588	-2.2141984603370677	-0.49437689555191466	-1.0328569880084064	-1.2849993656891732	-1.2484532123270604	-1.0151716153941388	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:46618518..46618632,-__1321.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chrX:46618518..46618632,-__1321.1.0.0	rs191507051	1.2476357788225791		0.3784761399923149	-1.2627225059224667	0.12112980429747577	0.9181475278070464	2.9110838928652187	1.647917613254203	2.778177070664411	2.0638315261477196	-0.3294882510155327		1.2694414732618882	4.040899576586877	1.6602842662777444	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr15:51973620..51973734,+__1324.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr15:51973620..51973734,+__1324.1.0.0	rs2606134	-1.8813236830494704	-0.966725081237002	-0.857729542425642	-1.50058597613882	-1.3015910707127336	-1.5723699430914972	-0.8450645457456996	-0.07320455193555185	-1.0912490211271249	-0.8954720154749684	0.30895373995797315	0.1216605354913024	0.7845249904900902	0.4093369550116952	0.40611905523776526	NA__no_active_tile	0.581967350665	0.0224529881577	NA__no_active_tile	0.101721050981	NA__no_active_tile	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.0.0	rs17710502	-2.691601846646626	-2.0693665935005465	-1.231324248137489	-3.2609166150044673	-2.3133023258222822	-1.7994578833666148	-1.6767273040399604	-1.9913276083447888	-1.6387758763564972	-1.7765721680269655	0.8921439632800112	0.3926392894605861	-0.7600033602072997	1.62214073864797	0.536730157795317	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.0.0	rs17767072	-2.691601846646626	-2.0693665935005465	-1.231324248137489	-3.2609166150044673	-2.3133023258222822	-1.2748583189029126	-1.8937875564516347	-1.258815140395478	-0.8959768720542525	-1.3308594719510696	1.4167435277437135	0.17557903704891187	-0.02749089225798884	2.364939742950215	0.9824428538712129	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr5:57753082..57753196,-__1326.1.0.0	rs17710502,rs17767072	-2.691601846646626	-2.0693665935005465	-1.231324248137489	-3.2609166150044673	-2.3133023258222822	-2.4171682719510765	-3.1139143880917626	-2.3005747672498416	-2.1932110572553984	-2.50621712113702	0.2744335746955495	-1.044547794591216	-1.0692505191123525	1.0677055577490688	-0.19291479531473754	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.0.0	rs10276377	0.2601774706275867	1.157629426951145	2.13348106135987	0.8559897053580515	1.1018194160741632	-0.2378529992476769	1.5913857152621076	2.206274810922727	0.8565545362644866	1.104090515800411	-0.4980304698752636	0.4337562883109627	0.072793749562857	0.0005648309064351098	0.0022710997262477967	0.527990680582	0.619326784864	0.563691144959	0.8931878581	0.812988865468	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.0.0	rs11772456	0.2601774706275867	1.157629426951145	2.13348106135987	0.8559897053580515	1.1018194160741632	0.09802668008788498	1.5076363195824811	2.181827316514088	0.813626209109042	1.150279131323374	-0.16215079053970174	0.3500068926313362	0.0483462551542182	-0.04236349624900948	0.0484597152492108	0.270885072145	0.232080506959	0.85089220831	0.757455001208	0.578527599482	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.0.0	rs10276377,rs11772456,rs10233067	0.2601774706275867	1.157629426951145	2.13348106135987	0.8559897053580515	1.1018194160741632	-0.11501763445106536	1.3893896881254204	2.260093996786501	0.9987224780000041	1.133297132115215	-0.37519510507865206	0.2317602611742755	0.126612935426631	0.1427327726419526	0.03147771604105176	0.188220673538	0.747262025795	0.288805731951	0.978575937473	0.733971268316	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:26503918..26504032,+__1336.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:26503918..26504032,+__1336.1.0.0	rs61177191	0.964134932515931	2.1830039418898033	2.5459745371037705	1.6904796909991104	1.8458982756271538	-0.034421025563625834	1.7350557234489248	2.467181132614903	1.3967234364993932	1.391134816749899	-0.9985559580795568	-0.4479482184408785	-0.0787934044888674	-0.2937562544997172	-0.45476345887725494	0.0134887989876	0.119339994516	0.313917214294	0.237368605078	0.0108708019846	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.0.0	rs11250244	2.0340360652067213	3.344977384098254	3.72180869603285	3.2137474606755383	3.078642401503341	1.6948499760036355	3.1991181056473326	3.6078188763817582	2.543150844108756	2.7612344505353708	-0.3391860892030858	-0.14585927845092161	-0.11398981965109156	-0.6705966165667823	-0.3174079509679703	0.183752894264	0.088148079887	0.0719809426143	0.000303956631358	0.000177587568513	1	1	1	0.173863193137	0.118983670903	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.0.0	rs547661907	2.0340360652067213	3.344977384098254	3.72180869603285	3.2137474606755383	3.078642401503341	0.3341339091607404	2.443947358040197	3.0766635127493966	2.3560819148028043	2.0527066736882844	-1.6999021560459808	-0.901030026058057	-0.6451451832834532	-0.857665545872734	-1.0259357278150563	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:1102659..1102773,+__1337.1.0.0	rs11250244,rs547661907	2.0340360652067213	3.344977384098254	3.72180869603285	3.2137474606755383	3.078642401503341	2.0916756419828806	2.87882964681998	3.3895140632607896	2.6532797721026524	2.7533247810415755	0.057639576776159274	-0.4661477372782743	-0.33229463277206017	-0.5604676885728859	-0.32531762046176527	0.850890521471	0.476683207768	0.101398170673	0.253741740693	0.316573232354	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr4:108746008..108746122,+__1338.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr4:108746008..108746122,+__1338.1.0.0	rs77628266	2.537846815417756	3.021787153445055	2.853827743514393	3.3735801053098826	2.9467604544217716	1.3114095543898427	0.01944523906173208	0.5693922552331385	-1.4528901836760968	0.11183921625215415	-1.2264372610279133	-3.002341914383323	-2.2844354882812548	-4.82647028898598	-2.834921238169618	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr8:118532891..118533005,+__1343.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:118532891..118533005,+__1343.1.0.0	rs6469696	1.3097823971835223	2.6961329425398537	3.3388207810872834	2.3097336687308387	2.413617447385375	1.3240386984783339	2.4993965114035346	3.3588364915089555	2.240665011346593	2.3557341781843544	0.01425630129481159	-0.1967364311363191	0.02001571042167205	-0.06906865738424584	-0.057883269201020326	0.925117039075	0.179364149792	0.677233097055	0.232080506959	0.549843299013	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.0.0	rs7073084	-1.2663014947392008	-0.6683287586576171	0.16956703167286657	-1.0536215422169335	-0.7046711909852212	-1.293796099185049	-0.9095634675640296	-0.5085938601468232	-1.6387877603785916	-1.0876852968186235	-0.02749460444584817	-0.24123470890641252	-0.6781608918196897	-0.5851662181616581	-0.3830141058334021	NA__no_active_tile	0.648013768535	0.0986283746992	NA__no_active_tile	0.260088244345	NA__no_active_tile	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.0.0	rs188597967	-1.2663014947392008	-0.6683287586576171	0.16956703167286657	-1.0536215422169335	-0.7046711909852212	-1.7891508875596986	-0.6545857271050691	0.23791527433887705	-0.8044562485301019	-0.7525693972139982	-0.5228493928204978	0.013743031552547968	0.06834824266601047	0.2491652936868316	-0.04789820622877694	NA__no_active_tile	0.545696106059	0.88258056334	0.861430881609	0.916146338948	NA__no_active_tile	1	1	1	1	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr10:26223078..26223192,+__1345.1.0.0	rs7073084,rs188597967	-1.2663014947392008	-0.6683287586576171	0.16956703167286657	-1.0536215422169335	-0.7046711909852212	-1.8261366111172004	-0.4961797640293448	0.24264548935534253	-1.287683412769443	-0.8418385746401614	-0.5598351163779995	0.17214899462827227	0.07307845768247595	-0.2340618705525095	-0.1371673836549402	NA__no_active_tile	0.510582765025	0.925117039075	NA__no_active_tile	0.850189647773	NA__no_active_tile	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0	rs2287554	1.8131281296874664	2.625047845135757	3.666337730927055	2.638453402803617	2.6857417771384737	1.6248169436194888	2.7708323199349456	3.5133364366511044	2.3603597921283095	2.567336373083462	-0.1883111860679776	0.14578447479918877	-0.15300129427595044	-0.27809361067530736	-0.11840540405501165	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr6:149969815..149969929,-__1354.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr6:149969815..149969929,-__1354.1.0.0	rs190331938		-0.6069224124928622	3.0080526963768923	0.17964078407262285	0.8602570226522177	1.0719360463175374	0.7374774997030655	3.410285306241181	0.08910120330104097	1.3272000138907063		1.3443999121959278	0.40223260986428855	-0.09053958077158188	0.5520309804295448	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:220325375..220325489,+__1360.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:220325375..220325489,+__1360.1.0.0	rs3755061	-0.536605826409724	0.20015131245870055	1.6204240598425332	0.501721042861359	0.44642264718821717	-0.2837884788277052	0.5093489735329066	1.319359668585125	0.15543839260288425	0.42508963897330265	0.2528173475820188	0.3091976610742061	-0.30106439125740825	-0.3462826502584747	-0.021333008214914517	NA__not_enough_barcodes	0.840380101088	0.527990680582	NA__not_enough_barcodes	0.774559289543	NA__not_enough_barcodes	1	1	NA__not_enough_barcodes	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0	rs150821427	1.6059896932739264	2.914112067154308	3.620827873458515	2.4758945278712847	2.6542060404395085	1.4104864680693654	2.347843672026273	3.2858191900266767	2.306757073506351	2.337726600907166	-0.19550322520456098	-0.5662683951280352	-0.3350086834318384	-0.16913745436493377	-0.3164794395323421	0.628827692687	0.136115392203	0.0286240283844	0.48504462162	0.0878603585306	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
