index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE__Antisense.noflip.NA__chr7:92465723..92465837,+__821.1.0.0	31	24	19	92	3.4339872044851463	3.1780538303479458	2.9444389791664403	4.5217885770490405
WILDTYPE__Antisense.noflip.NA__chr8:103251542..103251656,+__824.1.0.0	30	26	19	92	3.4011973816621555	3.258096538021482	2.9444389791664403	4.5217885770490405
WILDTYPE__Antisense.noflip.NA__chr8:127570041..127570155,+__834.1.0.0	38	18	16	91	3.6375861597263857	2.8903717578961645	2.772588722239781	4.51085950651685
WILDTYPE__Antisense.noflip.NA__chr8:128807988..128808102,+__836.1.0.0	15	15	10	59	2.70805020110221	2.70805020110221	2.302585092994046	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr8:13462090..13462204,-__840.1.0.0	12	12	7	70	2.4849066497880004	2.4849066497880004	1.9459101490553132	4.248495242049359
WILDTYPE__Antisense.noflip.NA__chr8:1711465..1711579,-__847.1.0.0	48	27	22	93	3.871201010907891	3.295836866004329	3.091042453358316	4.532599493153256
WILDTYPE__Antisense.noflip.NA__chr8:30242773..30242887,-__851.1.0.0	14	14	8	59	2.6390573296152584	2.6390573296152584	2.0794415416798357	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr8:41435905..41436019,-__856.1.0.0	17	12	9	84	2.833213344056216	2.4849066497880004	2.1972245773362196	4.430816798843313
WILDTYPE__Antisense.noflip.NA__chr8:70746277..70746391,+__868.1.0.0	29	9	9	83	3.367295829986474	2.1972245773362196	2.1972245773362196	4.418840607796598
WILDTYPE__Antisense.noflip.NA__chr8:77595478..77595592,-__869.1.0.0	27	15	14	101	3.295836866004329	2.70805020110221	2.6390573296152584	4.61512051684126
WILDTYPE__Antisense.noflip.NA__chr8:82193624..82193738,-__871.1.0.0	29	21	14	83	3.367295829986474	3.044522437723423	2.6390573296152584	4.418840607796598
WILDTYPE__Antisense.noflip.NA__chr8:91871435..91871549,-__879.1.0.0	16	15	15	51	2.772588722239781	2.70805020110221	2.70805020110221	3.9318256327243257
WILDTYPE__Antisense.noflip.NA__chr9:100000955..100001069,-__885.1.0.0	17	15	10	82	2.833213344056216	2.70805020110221	2.302585092994046	4.406719247264253
WILDTYPE__Antisense.noflip.NA__chr9:131314654..131314768,-__892.1.0.0	22	22	15	65	3.091042453358316	3.091042453358316	2.70805020110221	4.174387269895637
WILDTYPE__Antisense.noflip.NA__chr9:14317006..14317120,+__905.1.0.0	25	16	12	76	3.2188758248682006	2.772588722239781	2.4849066497880004	4.330733340286331
WILDTYPE__Antisense.noflip.NA__chr9:34665524..34665638,+__906.1.0.0	55	24	19	99	4.007333185232471	3.1780538303479458	2.9444389791664403	4.59511985013459
WILDTYPE__Antisense.noflip.NA__chr9:86323150..86323264,+__912.1.0.0	12	10	6	49	2.4849066497880004	2.302585092994046	1.791759469228055	3.8918202981106265
WILDTYPE__Antisense.noflip.NA__chr9:98637708..98637822,-__920.1.0.0	11	10	4	61	2.3978952727983707	2.302585092994046	1.3862943611198906	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chrX:102942115..102942229,+__925.1.0.0	30	29	12	86	3.4011973816621555	3.367295829986474	2.4849066497880004	4.454347296253507
WILDTYPE__Antisense.noflip.NA__chrX:96819497..96819611,-__950.1.0.0	10	10	8	28	2.302585092994046	2.302585092994046	2.0794415416798357	3.332204510175204
WILDTYPE__Enhancer.flip.sense__chr10:81091665..81091779,-__2140.1.0.0	30	28	12	83	3.4011973816621555	3.332204510175204	2.4849066497880004	4.418840607796598
WILDTYPE__Enhancer.flip.sense__chr10:81091685..81091799,+__1847.1.0.0	21	18	8	82	3.044522437723423	2.8903717578961645	2.0794415416798357	4.406719247264253
WILDTYPE__Enhancer.flip.sense__chr10:81961443..81961557,+__1848.1.0.0	18	18	9	77	2.8903717578961645	2.8903717578961645	2.1972245773362196	4.343805421853684
WILDTYPE__Enhancer.flip.sense__chr10:81961484..81961598,-__2141.1.0.0	24	24	10	70	3.1780538303479458	3.1780538303479458	2.302585092994046	4.248495242049359
WILDTYPE__Enhancer.flip.sense__chr10:94351415..94351529,+__1849.1.0.0	7	5	2	63	1.9459101490553132	1.6094379124341003	0.6931471805599453	4.143134726391533
WILDTYPE__Enhancer.flip.sense__chr10:94351440..94351554,-__2142.1.0.0	11	10	6	65	2.3978952727983707	2.302585092994046	1.791759469228055	4.174387269895637
WILDTYPE__Enhancer.flip.sense__chr11:46264917..46265031,-__2144.1.0.0	17	15	12	66	2.833213344056216	2.70805020110221	2.4849066497880004	4.189654742026425
WILDTYPE__Enhancer.flip.sense__chr11:46264986..46265100,+__1851.1.0.0	47	27	21	88	3.8501476017100584	3.295836866004329	3.044522437723423	4.477336814478207
WILDTYPE__Enhancer.flip.sense__chr11:65187481..65187595,+__1852.1.0.0	17	14	11	78	2.833213344056216	2.6390573296152584	2.3978952727983707	4.356708826689592
WILDTYPE__Enhancer.flip.sense__chr11:65187510..65187624,-__2145.1.0.0	17	14	12	82	2.833213344056216	2.6390573296152584	2.4849066497880004	4.406719247264253
WILDTYPE__Enhancer.flip.sense__chr11:68922875..68922989,-__2050.1.0.0	32	26	19	80	3.4657359027997265	3.258096538021482	2.9444389791664403	4.382026634673881
WILDTYPE__Enhancer.flip.sense__chr11:68922919..68923033,+__1757.1.0.0	17	17	11	67	2.833213344056216	2.833213344056216	2.3978952727983707	4.204692619390966
WILDTYPE__Enhancer.flip.sense__chr12:121714973..121715087,+__1853.1.0.0	17	16	15	58	2.833213344056216	2.772588722239781	2.70805020110221	4.060443010546419
WILDTYPE__Enhancer.flip.sense__chr12:25539117..25539231,-__2149.1.0.0	37	37	18	91	3.6109179126442243	3.6109179126442243	2.8903717578961645	4.51085950651685
WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0	48	48	19	84	3.871201010907891	3.871201010907891	2.9444389791664403	4.430816798843313
WILDTYPE__Enhancer.flip.sense__chr14:102414479..102414593,-__2153.1.0.0	44	39	24	84	3.784189633918261	3.6635616461296463	3.1780538303479458	4.430816798843313
WILDTYPE__Enhancer.flip.sense__chr14:105948355..105948469,-__2155.1.0.0	13	13	7	50	2.5649493574615367	2.5649493574615367	1.9459101490553132	3.912023005428146
WILDTYPE__Enhancer.flip.sense__chr14:105948394..105948508,+__1862.1.0.0	10	9	8	38	2.302585092994046	2.1972245773362196	2.0794415416798357	3.6375861597263857
WILDTYPE__Enhancer.flip.sense__chr14:71865862..71865976,-__2158.1.0.0	11	10	3	75	2.3978952727983707	2.302585092994046	1.0986122886681098	4.31748811353631
WILDTYPE__Enhancer.flip.sense__chr14:71865867..71865981,+__1865.1.0.0	11	10	4	65	2.3978952727983707	2.302585092994046	1.3862943611198906	4.174387269895637
WILDTYPE__Enhancer.flip.sense__chr16:31363439..31363553,+__1871.1.0.0	14	13	7	79	2.6390573296152584	2.5649493574615367	1.9459101490553132	4.3694478524670215
WILDTYPE__Enhancer.flip.sense__chr16:31363476..31363590,-__2164.1.0.0	10	10	7	53	2.302585092994046	2.302585092994046	1.9459101490553132	3.970291913552122
WILDTYPE__Enhancer.flip.sense__chr16:68271490..68271604,-__2165.1.0.0	34	31	26	72	3.5263605246161616	3.4339872044851463	3.258096538021482	4.276666119016055
WILDTYPE__Enhancer.flip.sense__chr16:68271578..68271692,+__1872.1.0.0	32	20	12	86	3.4657359027997265	2.995732273553991	2.4849066497880004	4.454347296253507
WILDTYPE__Enhancer.flip.sense__chr16:85202602..85202716,-__2167.1.0.0	60	27	27	90	4.0943445622221	3.295836866004329	3.295836866004329	4.499809670330265
WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0	34	30	26	77	3.5263605246161616	3.4011973816621555	3.258096538021482	4.343805421853684
WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0	14	14	7	78	2.6390573296152584	2.6390573296152584	1.9459101490553132	4.356708826689592
WILDTYPE__Enhancer.flip.sense__chr17:25821695..25821809,-__2061.1.0.0	4	4	2	25	1.3862943611198906	1.3862943611198906	0.6931471805599453	3.2188758248682006
WILDTYPE__Enhancer.flip.sense__chr17:42634012..42634126,-__2063.1.0.0	12	11	11	27	2.4849066497880004	2.3978952727983707	2.3978952727983707	3.295836866004329
WILDTYPE__Enhancer.flip.sense__chr17:42634063..42634177,+__1770.1.0.0	14	11	9	57	2.6390573296152584	2.3978952727983707	2.1972245773362196	4.04305126783455
WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0	35	32	21	58	3.5553480614894135	3.4657359027997265	3.044522437723423	4.060443010546419
WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0	35	32	21	58	3.5553480614894135	3.4657359027997265	3.044522437723423	4.060443010546419
WILDTYPE__Enhancer.flip.sense__chr17:75954492..75954606,-__2173.1.0.0	26	25	14	92	3.258096538021482	3.2188758248682006	2.6390573296152584	4.5217885770490405
WILDTYPE__Enhancer.flip.sense__chr17:75954621..75954735,+__1880.1.0.0	57	56	26	89	4.04305126783455	4.02535169073515	3.258096538021482	4.48863636973214
WILDTYPE__Enhancer.flip.sense__chr17:7747246..7747360,+__1881.1.0.0	67	43	29	107	4.204692619390966	3.7612001156935624	3.367295829986474	4.672828834461906
WILDTYPE__Enhancer.flip.sense__chr17:7747290..7747404,-__2174.1.0.0	69	35	35	93	4.23410650459726	3.5553480614894135	3.5553480614894135	4.532599493153256
WILDTYPE__Enhancer.flip.sense__chr17:9688051..9688165,+__1774.1.0.0	4	4	3	33	1.3862943611198906	1.3862943611198906	1.0986122886681098	3.4965075614664802
WILDTYPE__Enhancer.flip.sense__chr18:45688040..45688154,-__2068.1.0.0	39	17	16	77	3.6635616461296463	2.833213344056216	2.772588722239781	4.343805421853684
WILDTYPE__Enhancer.flip.sense__chr18:45688066..45688180,+__1775.1.0.0	59	22	20	105	4.07753744390572	3.091042453358316	2.995732273553991	4.653960350157523
WILDTYPE__Enhancer.flip.sense__chr19:16189775..16189889,+__1888.1.0.0	17	17	8	76	2.833213344056216	2.833213344056216	2.0794415416798357	4.330733340286331
WILDTYPE__Enhancer.flip.sense__chr19:16189780..16189894,-__2181.1.0.0	15	15	8	72	2.70805020110221	2.70805020110221	2.0794415416798357	4.276666119016055
WILDTYPE__Enhancer.flip.sense__chr19:18526347..18526461,+__1889.1.0.0	56	16	16	102	4.02535169073515	2.772588722239781	2.772588722239781	4.624972813284271
WILDTYPE__Enhancer.flip.sense__chr19:18526355..18526469,-__2182.1.0.0	52	13	13	89	3.9512437185814275	2.5649493574615367	2.5649493574615367	4.48863636973214
WILDTYPE__Enhancer.flip.sense__chr19:42037972..42038086,+__2000.1.0.0	31	26	17	97	3.4339872044851463	3.258096538021482	2.833213344056216	4.574710978503383
WILDTYPE__Enhancer.flip.sense__chr1:150586045..150586159,-__2123.1.0.0	8	8	6	27	2.0794415416798357	2.0794415416798357	1.791759469228055	3.295836866004329
WILDTYPE__Enhancer.flip.sense__chr1:150586105..150586219,+__1830.1.0.0	20	12	10	45	2.995732273553991	2.4849066497880004	2.302585092994046	3.8066624897703196
WILDTYPE__Enhancer.flip.sense__chr1:198625661..198625775,-__2124.1.0.0	6	6	4	41	1.791759469228055	1.791759469228055	1.3862943611198906	3.713572066704308
WILDTYPE__Enhancer.flip.sense__chr1:203259728..203259842,+__1832.1.0.0	23	21	12	83	3.1354942159291497	3.044522437723423	2.4849066497880004	4.418840607796598
WILDTYPE__Enhancer.flip.sense__chr1:236080869..236080983,+__1835.1.0.0	16	16	8	75	2.772588722239781	2.772588722239781	2.0794415416798357	4.31748811353631
WILDTYPE__Enhancer.flip.sense__chr1:236080882..236080996,-__2128.1.0.0	17	17	8	76	2.833213344056216	2.833213344056216	2.0794415416798357	4.330733340286331
WILDTYPE__Enhancer.flip.sense__chr1:2509790..2509904,+__1836.1.0.0	49	39	35	78	3.8918202981106265	3.6635616461296463	3.5553480614894135	4.356708826689592
WILDTYPE__Enhancer.flip.sense__chr1:2509806..2509920,-__2129.1.0.0	57	45	35	94	4.04305126783455	3.8066624897703196	3.5553480614894135	4.543294782270004
WILDTYPE__Enhancer.flip.sense__chr1:26827439..26827553,+__1838.1.0.0	70	41	36	95	4.248495242049359	3.713572066704308	3.58351893845611	4.553876891600541
WILDTYPE__Enhancer.flip.sense__chr1:26827462..26827576,-__2131.1.0.0	66	40	35	82	4.189654742026425	3.6888794541139363	3.5553480614894135	4.406719247264253
WILDTYPE__Enhancer.flip.sense__chr1:33446918..33447032,+__1839.1.0.0	23	21	12	72	3.1354942159291497	3.044522437723423	2.4849066497880004	4.276666119016055
WILDTYPE__Enhancer.flip.sense__chr20:62495601..62495715,+__1893.1.0.0	35	33	27	88	3.5553480614894135	3.4965075614664802	3.295836866004329	4.477336814478207
WILDTYPE__Enhancer.flip.sense__chr20:62495643..62495757,-__2186.1.0.0	40	34	27	89	3.6888794541139363	3.5263605246161616	3.295836866004329	4.48863636973214
WILDTYPE__Enhancer.flip.sense__chr21:17568001..17568115,+__1793.1.0.0	14	14	7	62	2.6390573296152584	2.6390573296152584	1.9459101490553132	4.127134385045092
WILDTYPE__Enhancer.flip.sense__chr21:17568021..17568135,-__2086.1.0.0	14	12	7	54	2.6390573296152584	2.4849066497880004	1.9459101490553132	3.9889840465642745
WILDTYPE__Enhancer.flip.sense__chr22:31631071..31631185,-__2189.1.0.0	8	8	8	36	2.0794415416798357	2.0794415416798357	2.0794415416798357	3.58351893845611
WILDTYPE__Enhancer.flip.sense__chr22:31631182..31631296,+__1896.1.0.0	19	7	5	58	2.9444389791664403	1.9459101490553132	1.6094379124341003	4.060443010546419
WILDTYPE__Enhancer.flip.sense__chr22:41047771..41047885,+__1963.1.0.0	38	36	30	91	3.6375861597263857	3.58351893845611	3.4011973816621555	4.51085950651685
WILDTYPE__Enhancer.flip.sense__chr22:50978102..50978216,-__2191.1.0.0	16	13	11	57	2.772588722239781	2.5649493574615367	2.3978952727983707	4.04305126783455
WILDTYPE__Enhancer.flip.sense__chr2:241796909..241797023,+__1957.1.0.0	52	41	26	76	3.9512437185814275	3.713572066704308	3.258096538021482	4.330733340286331
WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0	24	21	20	56	3.1780538303479458	3.044522437723423	2.995732273553991	4.02535169073515
WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0	27	23	20	79	3.295836866004329	3.1354942159291497	2.995732273553991	4.3694478524670215
WILDTYPE__Enhancer.flip.sense__chr3:194298867..194298981,-__2193.1.0.0	20	17	10	69	2.995732273553991	2.833213344056216	2.302585092994046	4.23410650459726
WILDTYPE__Enhancer.flip.sense__chr3:44040584..44040698,+__1901.1.0.0	57	51	42	62	4.04305126783455	3.9318256327243257	3.7376696182833684	4.127134385045092
WILDTYPE__Enhancer.flip.sense__chr3:44040604..44040718,-__2194.1.0.0	57	51	42	62	4.04305126783455	3.9318256327243257	3.7376696182833684	4.127134385045092
WILDTYPE__Enhancer.flip.sense__chr3:5028632..5028746,+__1902.1.0.0	18	16	5	86	2.8903717578961645	2.772588722239781	1.6094379124341003	4.454347296253507
WILDTYPE__Enhancer.flip.sense__chr3:5028657..5028771,-__2195.1.0.0	20	18	9	88	2.995732273553991	2.8903717578961645	2.1972245773362196	4.477336814478207
WILDTYPE__Enhancer.flip.sense__chr4:122612130..122612244,+__1903.1.0.0	25	21	17	67	3.2188758248682006	3.044522437723423	2.833213344056216	4.204692619390966
WILDTYPE__Enhancer.flip.sense__chr5:135309144..135309258,-__2202.1.0.0	27	27	17	83	3.295836866004329	3.295836866004329	2.833213344056216	4.418840607796598
WILDTYPE__Enhancer.flip.sense__chr5:25910755..25910869,+__1911.1.0.0	5	5	3	39	1.6094379124341003	1.6094379124341003	1.0986122886681098	3.6635616461296463
WILDTYPE__Enhancer.flip.sense__chr6:11299526..11299640,+__1971.1.0.0	37	34	22	59	3.6109179126442243	3.5263605246161616	3.091042453358316	4.07753744390572
WILDTYPE__Enhancer.flip.sense__chr6:14735224..14735338,-__2207.1.0.0	14	13	9	57	2.6390573296152584	2.5649493574615367	2.1972245773362196	4.04305126783455
WILDTYPE__Enhancer.flip.sense__chr6:14735225..14735339,+__1914.1.0.0	14	13	9	57	2.6390573296152584	2.5649493574615367	2.1972245773362196	4.04305126783455
WILDTYPE__Enhancer.flip.sense__chr7:111724652..111724766,-__2208.1.0.0	24	22	17	65	3.1780538303479458	3.091042453358316	2.833213344056216	4.174387269895637
WILDTYPE__Enhancer.flip.sense__chr7:111724723..111724837,+__1915.1.0.0	23	22	18	82	3.1354942159291497	3.091042453358316	2.8903717578961645	4.406719247264253
WILDTYPE__Enhancer.flip.sense__chr8:142275676..142275790,-__2210.1.0.0	31	28	20	80	3.4339872044851463	3.332204510175204	2.995732273553991	4.382026634673881
WILDTYPE__Enhancer.flip.sense__chr8:142275681..142275795,+__1917.1.0.0	31	28	20	80	3.4339872044851463	3.332204510175204	2.995732273553991	4.382026634673881
WILDTYPE__Enhancer.flip.sense__chr8:145026251..145026365,-__2211.1.0.0	28	26	25	94	3.332204510175204	3.258096538021482	3.2188758248682006	4.543294782270004
WILDTYPE__Enhancer.flip.sense__chr8:59309342..59309456,+__1920.1.0.0	19	19	18	52	2.9444389791664403	2.9444389791664403	2.8903717578961645	3.9512437185814275
WILDTYPE__Enhancer.flip.sense__chr9:137283246..137283360,-__2216.1.0.0	9	9	6	62	2.1972245773362196	2.1972245773362196	1.791759469228055	4.127134385045092
WILDTYPE__Enhancer.flip.sense__chr9:137283313..137283427,+__1923.1.0.0	19	18	15	78	2.9444389791664403	2.8903717578961645	2.70805020110221	4.356708826689592
WILDTYPE__Enhancer.flip.sense__chr9:36731697..36731811,+__1926.1.0.0	11	11	7	51	2.3978952727983707	2.3978952727983707	1.9459101490553132	3.9318256327243257
WILDTYPE__Enhancer.noflip.NA__chr10:129862576..129862690,-__2038.1.0.0	15	11	7	81	2.70805020110221	2.3978952727983707	1.9459101490553132	4.394449154672439
WILDTYPE__Enhancer.noflip.NA__chr10:17255131..17255245,+__1935.1.0.0	6	6	5	29	1.791759469228055	1.791759469228055	1.6094379124341003	3.367295829986474
WILDTYPE__Enhancer.noflip.NA__chr10:30831506..30831620,-__2138.1.0.0	19	16	15	43	2.9444389791664403	2.772588722239781	2.70805020110221	3.7612001156935624
WILDTYPE__Enhancer.noflip.NA__chr10:70805394..70805508,-__2040.1.0.0	13	13	6	49	2.5649493574615367	2.5649493574615367	1.791759469228055	3.8918202981106265
WILDTYPE__Enhancer.noflip.NA__chr10:74032412..74032526,-__2139.1.0.0	24	22	13	65	3.1780538303479458	3.091042453358316	2.5649493574615367	4.174387269895637
WILDTYPE__Enhancer.noflip.NA__chr10:74032424..74032538,+__1846.1.0.0	21	19	13	68	3.044522437723423	2.9444389791664403	2.5649493574615367	4.219507705176107
WILDTYPE__Enhancer.noflip.NA__chr10:74057103..74057217,-__2292.1.0.0	25	19	10	79	3.2188758248682006	2.9444389791664403	2.302585092994046	4.3694478524670215
WILDTYPE__Enhancer.noflip.NA__chr10:74057141..74057255,+__1999.1.0.0	23	17	10	76	3.1354942159291497	2.833213344056216	2.302585092994046	4.330733340286331
WILDTYPE__Enhancer.noflip.NA__chr10:81008302..81008416,-__2042.1.0.0	24	23	13	87	3.1780538303479458	3.1354942159291497	2.5649493574615367	4.465908118654584
WILDTYPE__Enhancer.noflip.NA__chr10:81008343..81008457,+__1749.1.0.0	24	23	16	84	3.1780538303479458	3.1354942159291497	2.772588722239781	4.430816798843313
WILDTYPE__Enhancer.noflip.NA__chr10:81081021..81081135,-__2043.1.0.0	21	18	13	57	3.044522437723423	2.8903717578961645	2.5649493574615367	4.04305126783455
WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0	39	25	18	80	3.6635616461296463	3.2188758248682006	2.8903717578961645	4.382026634673881
WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0	32	22	18	73	3.4657359027997265	3.091042453358316	2.8903717578961645	4.290459441148391
WILDTYPE__Enhancer.noflip.NA__chr10:95197193..95197307,-__2045.1.0.0	11	10	4	71	2.3978952727983707	2.302585092994046	1.3862943611198906	4.2626798770413155
WILDTYPE__Enhancer.noflip.NA__chr10:98476306..98476420,-__2046.1.0.0	17	17	9	85	2.833213344056216	2.833213344056216	2.1972245773362196	4.442651256490317
WILDTYPE__Enhancer.noflip.NA__chr10:98476368..98476482,+__1753.1.0.0	14	14	9	74	2.6390573296152584	2.6390573296152584	2.1972245773362196	4.30406509320417
WILDTYPE__Enhancer.noflip.NA__chr11:109958831..109958945,+__2003.1.0.0	10	10	4	65	2.302585092994046	2.302585092994046	1.3862943611198906	4.174387269895637
WILDTYPE__Enhancer.noflip.NA__chr11:109958871..109958985,-__2296.1.0.0	11	11	6	65	2.3978952727983707	2.3978952727983707	1.791759469228055	4.174387269895637
WILDTYPE__Enhancer.noflip.NA__chr11:118792018..118792132,-__2047.1.0.0	27	22	16	62	3.295836866004329	3.091042453358316	2.772588722239781	4.127134385045092
WILDTYPE__Enhancer.noflip.NA__chr11:118792172..118792286,+__1754.1.0.0	32	17	17	84	3.4657359027997265	2.833213344056216	2.833213344056216	4.430816798843313
WILDTYPE__Enhancer.noflip.NA__chr11:61740207..61740321,-__2302.1.0.0	16	14	5	73	2.772588722239781	2.6390573296152584	1.6094379124341003	4.290459441148391
